"Feature_name"	"OTU"	"sample"	"abundance"	"run"	"barcode"	"database"	"Relative_IDs"	"IDs"
"fe1532944e3bbd88f39075473d2800d7"	"Eukaryota_Annelida_Polychaeta_Palpata_Aciculata_Tomopteris_Tomopteris sp"	"184_Barg"	118	"RUN2"	"134"	"Custom"	"Eukaryota(85.91);Annelida(85.91);Polychaeta(85.91);Palpata(85.91);Aciculata(85.91);Tomopteris(85.91);Tomopteris sp(85.91);"	"Eukaryota;Annelida;Polychaeta;Palpata;Aciculata;Tomopteris;Tomopteris sp;"
"cf5569a4ca838867eb2d13eec241136c"	"Eukaryota"	"184_Barg"	290	"RUN2"	"134"	"Custom"	"Eukaryota(87.73);environmental samples(87.73);uncultured eukaryote(87.73);"	"Eukaryota	environmental samples	uncultured eukaryote"
"753fcb1f677a1dc0fe89d5bc6c8cbaa7"	"Eukaryota"	"184_Barg"	263	"RUN2"	"134"	"Custom"	"Eukaryota(87.73);environmental samples(87.73);uncultured eukaryote(87.73);"	"Eukaryota	environmental samples	uncultured eukaryote"
"f3dbe10759a3173b70148eb38e0757b2"	"Eukaryota_Chrysophyceae_Chrysophyceae_Chromulinales"	"184_Barg"	95	"RUN2"	"134"	"Custom"	"Eukaryota(89.98);Stramenopiles(71.99);Chrysophyceae(54.10);Hydrurales(36.19);Hydruraceae(18.08);Hydrurus(18.08);Hydrurus foetidus(18.08);"	"Eukaryota	Stramenopiles"
"ed33be62132a54834a0ce278609e0ff3"	"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A"	"184_Barg"	101	"RUN2"	"134"	"Custom"	NA	"Eukaryota;Unknown Eukaryote"
"de3a317d3262e47c4f81088997b4997b"	"Eukaryota"	"184_Barg"	112	"RUN2"	"134"	"Custom"	"Eukaryota(87.08);environmental samples(52.24);uncultured eukaryote(35.00);"	"Eukaryota"
"31c434af8fdcbcb1bb2302228d725dff"	"Eukaryota"	"184_Barg"	110	"RUN2"	"134"	"Custom"	"Eukaryota(87.08);environmental samples(52.24);uncultured eukaryote(35.00);"	"Eukaryota"
"ea7150109f4f40113e26e99ed11d8f33"	"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A"	"184_Barg"	76	"RUN2"	"134"	"Custom"	NA	"Eukaryota;Unknown Eukaryote"
"6b9d2fbfcd3f4d80ca9e83ba253e2476"	"Eukaryota_Cercozoa_uncultured Cercozoa_uncultured Cercozoa"	"184_Barg"	42	"RUN2"	"134"	"Custom"	"Eukaryota(85.91);Cercozoa(85.91);uncultured Cercozoa(85.91);uncultured Cercozoa(85.91);(0);(0);uncultured Cercozoa(85.91);"	"Eukaryota;Cercozoa;uncultured Cercozoa;uncultured Cercozoa;;;uncultured Cercozoa;"
"d8064bc971a7ec616fdc13312ad149e9"	"Eukaryota_Annelida_Polychaeta_Palpata_Aciculata_Tomopteris_Tomopteris sp"	"184_Barg"	89	"RUN2"	"134"	"Custom"	"Eukaryota(85.91);Annelida(85.91);Polychaeta(85.91);Palpata(85.91);Aciculata(85.91);Tomopteris(85.91);Tomopteris sp(85.91);"	"Eukaryota;Annelida;Polychaeta;Palpata;Aciculata;Tomopteris;Tomopteris sp;"
